name,title,adult,popularity,video,vote_count,poster_path,release_date,id,genre_ids,original_title,original_language,origin_country,overview,backdrop_path,original_name,rating,first_air_date,genres
,Ex Machina,False,232.309,False,12874,/aeJS3OXnp7d17QSoMdglZERwCkM.jpg,2015-01-21,264660,"[18, 878]",Ex Machina,en,,"Caleb, a coder at the world's largest internet company, wins a competition to spend a week at a private mountain retreat belonging to Nathan, the reclusive CEO of the company. But when Caleb arrives at the remote location he finds that he will have to participate in a strange and fascinating experiment in which he must interact with the world's first true artificial intelligence, housed in the body of a beautiful robot girl.",/dlz8uzyl9mHPyHXbveXutzpx8jI.jpg,,7.573,,"Drama, Science Fiction"
,My Fault,False,266.161,False,2536,/w46Vw536HwNnEzOa7J24YH9DPRS.jpg,2023-06-08,1010581,"[18, 10749]",Culpa mía,es,,"Noah must leave her city, boyfriend, and friends to move into William Leister's mansion, the flashy and wealthy husband of her mother Rafaela. As a proud and independent 17 year old, Noah resists living in a mansion surrounded by luxury. However, it is there where she meets Nick, her new stepbrother, and the clash of their strong personalities becomes evident from the very beginning.",/lntyt4OVDbcxA1l7LtwITbrD3FI.jpg,,7.981,,"Drama, Romance"
,The Beekeeper,False,234.337,False,2399,/A7EByudX0eOzlkQ2FIbogzyazm2.jpg,2024-01-08,866398,"[28, 53, 18]",The Beekeeper,en,,One man's campaign for vengeance takes on national stakes after he is revealed to be a former operative of a powerful and clandestine organization known as Beekeepers.,/4MCKNAc6AbWjEsM2h9Xc29owo4z.jpg,,7.41,,"Action, Thriller, Drama"
,Wonder Woman 1984,False,241.032,False,8180,/8UlWHLMpgZm9bx6QYh0NFoq67TZ.jpg,2020-12-16,464052,"[28, 12, 14]",Wonder Woman 1984,en,,A botched store robbery places Wonder Woman in a global battle against a powerful and mysterious ancient force that puts her powers in jeopardy.,/egg7KFi18TSQc1s24RMmR9i2zO6.jpg,,6.444,,"Action, Adventure, Fantasy"
,Toy Story,False,231.408,False,17877,/uXDfjJbdP4ijW5hWSBrPrlKpxab.jpg,1995-10-30,862,"[16, 12, 10751, 35]",Toy Story,en,,"Led by Woody, Andy's toys live happily in his room until Andy's birthday brings Buzz Lightyear onto the scene. Afraid of losing his place in Andy's heart, Woody plots against Buzz. But when circumstances separate Buzz and Woody from their owner, the duo eventually learns to put aside their differences.",/lxD5ak7BOoinRNehOCA85CQ8ubr.jpg,,7.972,,"Animation, Adventure, Family, Comedy"
,The Lion King,False,253.741,False,9700,/dzBtMocZuJbjLOXvrl4zGYigDzh.jpg,2019-07-12,420818,"[12, 18, 10751, 16]",The Lion King,en,,"Simba idolizes his father, King Mufasa, and takes to heart his own royal destiny. But not everyone in the kingdom celebrates the new cub's arrival. Scar, Mufasa's brother—and former heir to the throne—has plans of his own. The battle for Pride Rock is ravaged with betrayal, tragedy and drama, ultimately resulting in Simba's exile. With help from a curious pair of newfound friends, Simba will have to figure out how to grow up and take back what is rightfully his.",/1TUg5pO1VZ4B0Q1amk3OlXvlpXV.jpg,,7.115,,"Adventure, Drama, Family, Animation"
,Black Panther: Wakanda Forever,False,216.703,False,6144,/sv1xJUazXeYqALzczSZ3O6nkH75.jpg,2022-11-09,505642,"[28, 12, 878]",Black Panther: Wakanda Forever,en,,"Queen Ramonda, Shuri, M’Baku, Okoye and the Dora Milaje fight to protect their nation from intervening world powers in the wake of King T’Challa’s death.  As the Wakandans strive to embrace their next chapter, the heroes must band together with the help of War Dog Nakia and Everett Ross and forge a new path for the kingdom of Wakanda.",/xDMIl84Qo5Tsu62c9DGWhmPI67A.jpg,,7.126,,"Action, Adventure, Science Fiction"
,The Shawshank Redemption,False,125.587,False,26197,/9cqNxx0GxF0bflZmeSMuL5tnGzr.jpg,1994-09-23,278,"[18, 80]",The Shawshank Redemption,en,,"Imprisoned in the 1940s for the double murder of his wife and her lover, upstanding banker Andy Dufresne begins a new life at the Shawshank prison, where he puts his accounting skills to work for an amoral warden. During his long stretch in prison, Dufresne comes to be admired by the other inmates -- including an older prisoner named Red -- for his integrity and unquenchable sense of hope.",/kXfqcdQKsToO0OUXHcrrNCHDBzO.jpg,,8.7,,"Drama, Crime"
,The Godfather,False,128.835,False,19867,/3bhkrj58Vtu7enYsRolD1fZdja1.jpg,1972-03-14,238,"[18, 80]",The Godfather,en,,"Spanning the years 1945 to 1955, a chronicle of the fictional Italian-American Corleone crime family. When organized crime family patriarch, Vito Corleone barely survives an attempt on his life, his youngest son, Michael steps in to take care of the would-be killers, launching a campaign of bloody revenge.",/tmU7GeKVybMWFButWEGl2M4GeiP.jpg,,8.694,,"Drama, Crime"
,The Godfather Part II,False,147.667,False,11990,/hek3koDUyRQk7FIhPXsa6mT2Zc3.jpg,1974-12-20,240,"[18, 80]",The Godfather Part II,en,,"In the continuing saga of the Corleone crime family, a young Vito Corleone grows up in Sicily and in 1910s New York. In the 1950s, Michael Corleone attempts to expand the family business into Las Vegas, Hollywood and Cuba.",/kGzFbGhp99zva6oZODW5atUtnqi.jpg,,8.576,,"Drama, Crime"
,Schindler's List,False,76.979,False,15400,/sF1U4EUQS8YHUYjNl3pMGNIQyr0.jpg,1993-12-15,424,"[18, 36, 10752]",Schindler's List,en,,The true story of how businessman Oskar Schindler saved over a thousand Jewish lives from the Nazis while they worked as slaves in his factory during World War II.,/zb6fM1CX41D9rF9hdgclu0peUmy.jpg,,8.568,,"Drama, History, War"
,12 Angry Men,False,72.251,False,8268,/ow3wq89wM8qd5X7hWKxiRfsFf9C.jpg,1957-04-10,389,[18],12 Angry Men,en,,"The defense and the prosecution have rested and the jury is filing into the jury room to decide if a young Spanish-American is guilty or innocent of murdering his father. What begins as an open and shut case soon becomes a mini-drama of each of the jurors' prejudices and preconceptions about the trial, the accused, and each other.",/qqHQsStV6exghCM7zbObuYBiYxw.jpg,,8.542,,Drama
,Dilwale Dulhania Le Jayenge,False,40.451,False,4387,/lfRkUr7DYdHldAqi3PwdQGBRBPM.jpg,1995-10-20,19404,"[35, 18, 10749]",दिलवाले दुल्हनिया ले जायेंगे,hi,,"Raj is a rich, carefree, happy-go-lucky second generation NRI. Simran is the daughter of Chaudhary Baldev Singh, who in spite of being an NRI is very strict about adherence to Indian values. Simran has left for India to be married to her childhood fiancé. Raj leaves for India with a mission at his hands, to claim his lady love under the noses of her whole family. Thus begins a saga.",/90ez6ArvpO8bvpyIngBuwXOqJm5.jpg,,8.538,,"Comedy, Drama, Romance"
,Spirited Away,False,105.542,False,15938,/39wmItIWsg5sZMyRUHLkWBcuVCM.jpg,2001-07-20,129,"[16, 10751, 14]",千と千尋の神隠し,ja,,"A young girl, Chihiro, becomes trapped in a strange new world of spirits. When her parents undergo a mysterious transformation, she must call upon the courage she never knew she had to free her family.",/mSDsSDwaP3E7dEfUPWy4J0djt4O.jpg,,8.536,,"Animation, Family, Fantasy"
,The Dark Knight,False,97.8,False,31963,/qJ2tW6WMUDux911r6m7haRef0WH.jpg,2008-07-16,155,"[18, 28, 80, 53]",The Dark Knight,en,,"Batman raises the stakes in his war on crime. With the help of Lt. Jim Gordon and District Attorney Harvey Dent, Batman sets out to dismantle the remaining criminal organizations that plague the streets. The partnership proves to be effective, but they soon find themselves prey to a reign of chaos unleashed by a rising criminal mastermind known to the terrified citizens of Gotham as the Joker.",/dqK9Hag1054tghRQSqLSfrkvQnA.jpg,,8.515,,"Drama, Action, Crime, Thriller"
,Parasite,False,88.745,False,17558,/7IiTTgloJzvGI1TAYymCfbfl3vT.jpg,2019-05-30,496243,"[35, 53, 18]",기생충,ko,,"All unemployed, Ki-taek's family takes peculiar interest in the wealthy and glamorous Parks for their livelihood until they get entangled in an unexpected incident.",/TU9NIjwzjoKPwQHoHshkFcQUCG.jpg,,8.509,,"Comedy, Thriller, Drama"
,The Green Mile,False,101.849,False,16839,/8VG8fDNiy50H4FedGwdSVUPoaJe.jpg,1999-12-10,497,"[14, 18, 80]",The Green Mile,en,,"A supernatural tale set on death row in a Southern prison, where gentle giant John Coffey possesses the mysterious power to heal people's ailments. When the cell block's head guard, Paul Edgecomb, recognizes Coffey's miraculous gift, he tries desperately to help stave off the condemned man's execution.",/vxJ08SvwomfKbpboCWynC3uqUg4.jpg,,8.505,,"Fantasy, Drama, Crime"
,Your Name.,False,78.335,False,10976,/q719jXXEzOoYaps6babgKnONONX.jpg,2016-08-26,372058,"[16, 10749, 18]",君の名は。,ja,,"High schoolers Mitsuha and Taki are complete strangers living separate lives. But one night, they suddenly switch places. Mitsuha wakes up in Taki’s body, and he in hers. This bizarre occurrence continues to happen randomly, and the two must adjust their lives around each other.",/dIWwZW7dJJtqC6CgWzYkNVKIUm8.jpg,,8.496,,"Animation, Romance, Drama"
,The Lord of the Rings: The Return of the King,False,108.322,False,23425,/rCzpDGLbOoPwLjy3OAm5NUPOTrC.jpg,2003-12-01,122,"[12, 14, 28]",The Lord of the Rings: The Return of the King,en,,"As armies mass for a final battle that will decide the fate of the world--and powerful, ancient forces of Light and Dark compete to determine the outcome--one member of the Fellowship of the Ring is revealed as the noble heir to the throne of the Kings of Men. Yet, the sole hope for triumph over evil lies with a brave hobbit, Frodo, who, accompanied by his loyal friend Sam and the hideous, wretched Gollum, ventures deep into the very dark heart of Mordor on his seemingly impossible quest to destroy the Ring of Power.​",/2u7zbn8EudG6kLlBzUYqP8RyFU4.jpg,,8.48,,"Adventure, Fantasy, Action"
,Forrest Gump,False,169.138,False,26636,/arw2vcBveWOVZr6pxd9XTd1TdQa.jpg,1994-06-23,13,"[35, 18, 10749]",Forrest Gump,en,,"A man with a low IQ has accomplished great things in his life and been present during significant historic events—in each case, far exceeding what anyone imagined he could do. But despite all he has achieved, his one true love eludes him.",/qdIMHd4sEfJSckfVJfKQvisL02a.jpg,,8.475,,"Comedy, Drama, Romance"
,"The Good, the Bad and the Ugly",False,77.724,False,8278,/bX2xnavhMYjWDoZp1VM6VnU1xwe.jpg,1966-12-22,429,[37],"Il buono, il brutto, il cattivo",it,,"While the Civil War rages on between the Union and the Confederacy, three men – a quiet loner, a ruthless hitman, and a Mexican bandit – comb the American Southwest in search of a strongbox containing $200,000 in stolen gold.",/Adrip2Jqzw56KeuV2nAxucKMNXA.jpg,,8.467,,Western
,GoodFellas,False,239.274,False,12405,/aKuFiU82s5ISJpGZp7YkIr3kCUd.jpg,1990-09-12,769,"[18, 80]",GoodFellas,en,,"The true story of Henry Hill, a half-Irish, half-Sicilian Brooklyn kid who is adopted by neighbourhood gangsters at an early age and climbs the ranks of a Mafia family under the guidance of Jimmy Conway.",/sw7mordbZxgITU877yTpZCud90M.jpg,,8.465,,"Drama, Crime"
,Grave of the Fireflies,False,0.053,False,5253,/k9tv1rXZbOhH7eiCk378x61kNQ1.jpg,1988-04-16,12477,"[16, 18, 10752]",火垂るの墓,ja,,"In the final months of World War II, 14-year-old Seita and his sister Setsuko are orphaned when their mother is killed during an air raid in Kobe, Japan. After a falling out with their aunt, they move into an abandoned bomb shelter. With no surviving relatives and their emergency rations depleted, Seita and Setsuko struggle to survive.",/dlC0ed9Ugh3FzydnkBtV5lRXUu4.jpg,,8.463,,"Animation, Drama, War"
,Radical,False,61.478,False,364,/eSatbygYZp8ooprBHZdb6GFZxGB.jpg,2023-10-19,1058694,[18],Radical,en,,"In a Mexican border town plagued by neglect, corruption, and violence, a frustrated teacher tries a radical new method to break through his students’ apathy and unlock their curiosity, their potential… and maybe even their genius.",/gutU32BiBxJvJdzLv5RWC9hQhNh.jpg,,8.451,,Drama
,Seven Samurai,False,41.152,False,3499,/8OKmBV5BUFzmozIC3pPWKHy17kx.jpg,1954-04-26,346,"[28, 18]",七人の侍,ja,,"A samurai answers a village's request for protection after he falls on hard times. The town needs protection from bandits, so the samurai gathers six others to help him teach the people how to defend themselves, and the villagers provide the soldiers with food.",/qvZ91FwMq6O47VViAr8vZNQz3WI.jpg,,8.456,,"Action, Drama"
,Cinema Paradiso,False,37.633,False,4202,/8SRUfRUi6x4O68n0VCbDNRa6iGL.jpg,1988-11-17,11216,"[18, 10749]",Nuovo Cinema Paradiso,it,,"A filmmaker recalls his childhood, when he fell in love with the movies at his village's theater and formed a deep friendship with the theater's projectionist.",/k3SBILYxHRgjORb5tbvA5dm2N4h.jpg,,8.453,,"Drama, Romance"
,Life Is Beautiful,False,48.947,False,12717,/74hLDKjD5aGYOotO6esUVaeISa2.jpg,1997-12-20,637,"[35, 18]",La vita è bella,it,,A touching story of an Italian book seller of Jewish ancestry who lives in his own little fairy tale. His creative and happy life would come to an abrupt halt when his entire family is deported to a concentration camp during World War II. While locked up he tries to convince his son that the whole thing is just a game.,/gavyCu1UaTaTNPsVaGXT6pe5u24.jpg,,8.452,,"Comedy, Drama"
,Dou kyu sei – Classmates,False,21.667,False,356,/cIfRCA5wEvj9tApca4UDUagQEiM.jpg,2016-02-20,372754,"[10749, 16]",同級生,ja,,"Rihito Sajo, an honor student with a perfect score on the entrance exam and Hikaru Kusakabe, in a band and popular among girls, would have never crossed paths. Until one day they started talking at the practice for their school’s upcoming chorus festival. After school, the two meet regularly, as Hikaru helps Rihito to improve his singing skills. While they listen to each other’s voice and harmonize, their hearts start to beat together.",/3RMLbSEXOn1CzLoNT7xFeLfdxhq.jpg,,8.438,,"Romance, Animation"
,Psycho,False,180.985,False,9743,/yz4QVqPx3h1hD1DfqqQkCq3rmxW.jpg,1960-06-22,539,"[27, 53, 9648]",Psycho,en,,"When larcenous real estate clerk Marion Crane goes on the lam with a wad of cash and hopes of starting a new life, she ends up at the notorious Bates Motel, where manager Norman Bates cares for his housebound mother.",/uif5fUshJrXyyDzfpzp1DLw3N0S.jpg,,8.434,,"Horror, Thriller, Mystery"
,City of God,False,111.56,False,7080,/k7eYdWvhYQyRQoU2TB2A2Xu2TfD.jpg,2002-08-30,598,"[18, 80]",Cidade de Deus,pt,,"In the slums of Rio, two kids' paths diverge as one struggles to become a photographer and the other a kingpin.",/uvitbjFU4JqvMwIkMWHp69bmUzG.jpg,,8.429,,"Drama, Crime"
,Impossible Things,False,22.664,False,371,/t2Ew8NZ8Ci2kqmoecZUNQUFDJnQ.jpg,2021-06-17,667257,"[10751, 18]",Cosas imposibles,es,,"Matilde is a woman who, after the death of her husband—a man who constantly abused her—finds her new best friend in Miguel, her young, insecure, disoriented and even dealer neighbor",/bxSBOAD8AuMHYMdW3jso9npAkgt.jpg,,8.4,,"Family, Drama"
,Hope,False,20.652,False,668,/x9yjkm9gIz5qI5fJMUTfBnWiB2o.jpg,2013-10-02,255709,[18],소원,ko,,"After 8-year-old So-won narrowly survives a brutal sexual assault, her family labors to help her heal while coping with their own rage and grief.",/l5K9elugftlcyIHHm4nylvsn26X.jpg,,8.425,,Drama
,Gabriel's Inferno,False,10.668,False,2394,/oyG9TL7FcRP4EZ9Vid6uKzwdndz.jpg,2020-05-29,696374,"[10749, 18]",Gabriel's Inferno,en,,"An intriguing and sinful exploration of seduction, forbidden love, and redemption, Gabriel's Inferno is a captivating and wildly passionate tale of one man's escape from his own personal hell as he tries to earn the impossible--forgiveness and love.",/w2uGvCpMtvRqZg6waC1hvLyZoJa.jpg,,8.425,,"Romance, Drama"
,Once Upon a Time in America,False,54.626,False,5176,/i0enkzsL5dPeneWnjl1fCWm6L7k.jpg,1984-05-23,311,"[18, 80]",Once Upon a Time in America,en,,"A former Prohibition-era Jewish gangster returns to the Lower East Side of Manhattan over thirty years later, where he once again must confront the ghosts and regrets of his old life.",/uPYa165sraN2c8gZBM9C47g3JoU.jpg,,8.423,,"Drama, Crime"
,One Flew Over the Cuckoo's Nest,False,52.513,False,10118,/3jcbDmRFiQ83drXNOvRDeKHxS0C.jpg,1975-11-19,510,[18],One Flew Over the Cuckoo's Nest,en,,"A petty criminal fakes insanity to serve his sentence in a mental ward rather than prison. He soon finds himself as a leader to the other patients—and an enemy to the cruel, domineering nurse who runs the ward.",/uA8eSNAUUUyfHNIrG4h0zHxzt9W.jpg,,8.422,,Drama
,The Lord of the Rings: The Fellowship of the Ring,False,129.39,False,24364,/6oom5QYQ2yQTMJIbnvbkBL9cHo6.jpg,2001-12-18,120,"[12, 14, 28]",The Lord of the Rings: The Fellowship of the Ring,en,,"Young hobbit Frodo Baggins, after inheriting a mysterious ring from his uncle Bilbo, must leave his home in order to keep it from falling into the hands of its evil creator. Along the way, a fellowship is formed to protect the ringbearer and make sure that the ring arrives at its final destination: Mt. Doom, the only place where it can be destroyed.",/x2RS3uTcsJJ9IfjNPcgDmukoEcQ.jpg,,8.412,,"Adventure, Fantasy, Action"
,Primal: Tales of Savagery,False,13.719,False,305,/9NBBkdxH0TjQEBSN2AzeE1sgsF9.jpg,2019-11-21,704264,"[28, 12, 16, 18]",Primal: Tales of Savagery,en,,"Genndy Tartakovsky's Primal: Tales of Savagery features a caveman and a dinosaur on the brink of extinction. Bonded by tragedy, this unlikely friendship becomes the only hope of survival.",/uBZQOYZLIU9dBmd62fdzBAoropu.jpg,,8.41,,"Action, Adventure, Animation, Drama"
,Howl's Moving Castle,False,113.017,False,9459,/6pZgH10jhpToPcf0uvyTCPFhWpI.jpg,2004-09-09,4935,"[14, 16, 12]",ハウルの動く城,ja,,"Sophie, a young milliner, is turned into an elderly woman by a witch who enters her shop and curses her. She encounters a wizard named Howl and gets caught up in his resistance to fighting for the king.",/xqaN2WYQclQlqvKvsOcNgOx2vRn.jpg,,8.409,,"Fantasy, Animation, Adventure"
,Gabriel's Inferno: Part II,False,9.442,False,1504,/x5o8cLZfEXMoZczTYWLrUo1P7UJ.jpg,2020-07-31,724089,"[10749, 18]",Gabriel's Inferno: Part II,en,,"Professor Gabriel Emerson finally learns the truth about Julia Mitchell's identity, but his realization comes a moment too late. Julia is done waiting for the well-respected Dante specialist to remember her and wants nothing more to do with him. Can Gabriel win back her heart before she finds love in another's arms?",/jtAI6OJIWLWiRItNSZoWjrsUtmi.jpg,,8.404,,"Romance, Drama"
,Spider-Man: Into the Spider-Verse,False,90.914,False,15022,/iiZZdoQBEYBv6id8su7ImL0oCbD.jpg,2018-12-06,324857,"[16, 28, 12, 878]",Spider-Man: Into the Spider-Verse,en,,"Struggling to find his place in the world while juggling school and family, Brooklyn teenager Miles Morales is unexpectedly bitten by a radioactive spider and develops unfathomable powers just like the one and only Spider-Man. While wrestling with the implications of his new abilities, Miles discovers a super collider created by the madman Wilson ""Kingpin"" Fisk, causing others from across the Spider-Verse to be inadvertently transported to his dimension.",/b9YkKJcW3pPaXgMZu9uoT7v9yRB.jpg,,8.404,,"Animation, Action, Adventure, Science Fiction"
,A Dog's Will,False,14.772,False,1057,/imcOp1kJsCsAFCoOtY5OnPrFbAf.jpg,2000-09-15,40096,"[35, 18, 14]",O Auto da Compadecida,pt,,"The lively João Grilo and the sly Chicó are poor guys living in the hinterland who cheat a bunch of people in a small in Northeastern Brazil. When they die, they have to be judged by Christ, the Devil and the Virgin Mary before they are admitted to paradise.",/alQqTpmEkxSLgajfEYTsTH6nAKB.jpg,,8.399,,"Comedy, Drama, Fantasy"
,The Lord of the Rings: The Two Towers,False,97.388,False,21180,/5VTN0pR8gcqV3EPUHHfMGnJYN9L.jpg,2002-12-18,121,"[12, 14, 28]",The Lord of the Rings: The Two Towers,en,,"Frodo Baggins and the other members of the Fellowship continue on their sacred quest to destroy the One Ring--but on separate paths. Their destinies lie at two towers--Orthanc Tower in Isengard, where the corrupt wizard Saruman awaits, and Sauron's fortress at Barad-dur, deep within the dark lands of Mordor. Frodo and Sam are trekking to Mordor to destroy the One Ring of Power while Gimli, Legolas and Aragorn search for the orc-captured Merry and Pippin. All along, nefarious wizard Saruman awaits the Fellowship members at the Orthanc Tower in Isengard.",/hjDpYTSyJZFGzqKhZARtr6wAfIm.jpg,,8.395,,"Adventure, Fantasy, Action"
,Taylor Swift: Reputation Stadium Tour,False,22.688,False,366,/u6oXUTtOuJRPdUgUuPAVVJPSKCo.jpg,2018-12-31,568332,[10402],Taylor Swift: Reputation Stadium Tour,en,,"Taylor Swift takes the stage in Dallas for the Reputation Stadium Tour and celebrates a monumental night of music, memories and visual magic.",/ySaK6hpbCc2OE13ac7ovhgWwR5u.jpg,,8.391,,Music
,The Empire Strikes Back,False,40.603,False,16465,/nNAeTmF4CtdSgMDplXTDPOpYzsX.jpg,1980-05-20,1891,"[12, 28, 878]",The Empire Strikes Back,en,,"The epic saga continues as Luke Skywalker, in hopes of defeating the evil Galactic Empire, learns the ways of the Jedi from aging master Yoda. But Darth Vader is more determined than ever to capture Luke. Meanwhile, rebel leader Princess Leia, cocky Han Solo, Chewbacca, and droids C-3PO and R2-D2 are thrown into various stages of capture, betrayal and despair.",/aJCtkxLLzkk1pECehVjKHA2lBgw.jpg,,8.39,,"Adventure, Action, Science Fiction"
,Gabriel's Inferno: Part III,False,28.196,False,1044,/fYtHxTxlhzD4QWfEbrC1rypysSD.jpg,2020-11-19,761053,"[10749, 18]",Gabriel's Inferno: Part III,en,,The final part of the film adaption of the erotic romance novel Gabriel's Inferno written by an anonymous Canadian author under the pen name Sylvain Reynard.,/fQq1FWp1rC89xDrRMuyFJdFUdMd.jpg,,8.386,,"Romance, Drama"
,TAYLOR SWIFT | THE ERAS TOUR,False,43.538,False,339,/jf3YO8hOqGHCupsREf5qymYq1n.jpg,2023-10-13,1160164,[10402],TAYLOR SWIFT | THE ERAS TOUR,en,,"The cultural phenomenon continues on the big screen! Immerse yourself in this once-in-a-lifetime concert film experience with a breathtaking, cinematic view of the history-making tour.",/wVJG3u5Ru9tInxYiTCrJr4MpJ7Z.jpg,,8.4,,Music
,The Legend of Hei,False,28.961,False,340,/aLv87NgRJUPkQ6sVLP72IisDdt4.jpg,2019-08-27,620249,"[16, 14, 28]",罗小黑战记,zh,,"When cat spirit Luo Xiaohei's home is deforested by humans, he must find a new one. He runs into a group of other spirit creatures who take him under their wing with dreams of reconquering the land they say is rightfully theirs. However, they run into a human known as Wuxian who separates Luo Xiaohei from the other spirits and the two go on a journey, with the cat spirit learning to control his abilities as well as forming his own thoughts on whether or not he should ally with the spirits or the humans.",/aVFx1VtlOxR3v0ADEatalXOvwbu.jpg,,8.39,,"Animation, Fantasy, Action"
,Harakiri,False,23.539,False,932,/5konZnIbcAxZjP616Cz5o9bKEfW.jpg,1962-09-15,14537,"[28, 18, 36]",切腹,ja,,"Down-on-his-luck veteran Tsugumo Hanshirō enters the courtyard of the prosperous House of Iyi. Unemployed, and with no family, he hopes to find a place to commit seppuku—and a worthy second to deliver the coup de grâce in his suicide ritual. The senior counselor for the Iyi clan questions the ronin’s resolve and integrity, suspecting Hanshirō of seeking charity rather than an honorable end. What follows is a pair of interlocking stories which lay bare the difference between honor and respect, and promises to examine the legendary foundations of the Samurai code.",/nC3IjYhUgZWgfKfFX0ygMigFwgc.jpg,,8.387,,"Action, Drama, History"
,The Pianist,False,57.939,False,8863,/2hFvxCCWrTmCYwfy7yum0GKRi3Y.jpg,2002-09-17,423,"[18, 10752]",The Pianist,en,,"The true story of pianist Władysław Szpilman's experiences in Warsaw during the Nazi occupation. When the Jews of the city find themselves forced into a ghetto, Szpilman finds work playing in a café; and when his family is deported in 1942, he stays behind, works for a while as a laborer, and eventually goes into hiding in the ruins of the war-torn city.",/dVr11o9or7AS8AMPfwjSpEU83iU.jpg,,8.383,,"Drama, War"
,Whiplash,False,192.753,False,14633,/7fn624j5lj3xTme2SgiLCeuedmO.jpg,2014-10-10,244786,"[18, 10402]",Whiplash,en,,"Under the direction of a ruthless instructor, a talented young drummer begins to pursue perfection at any cost, even his humanity.",/vNXGrknx4GjWLgmuNTftWZluIUl.jpg,,8.381,,"Drama, Music"
,A Silent Voice: The Movie,False,52.854,False,3790,/tuFaWiqX0TXoWu7DGNcmX3UW7sT.jpg,2016-09-17,378064,"[16, 18]",映画 聲の形,ja,,"Shouya Ishida starts bullying the new girl in class, Shouko Nishimiya, because she is deaf. But as the teasing continues, the rest of the class starts to turn on Shouya for his lack of compassion. When they leave elementary school, Shouko and Shouya do not speak to each other again... until an older, wiser Shouya, tormented by his past behaviour, decides he must see Shouko once more. He wants to atone for his sins, but is it already too late...?",/5lAMQMWpXMsirvtLLvW7cJgEPkU.jpg,,8.379,,"Animation, Drama"
,Spider-Man: Across the Spider-Verse,False,183.511,False,6292,/8Vt6mWEReuy4Of61Lnj5Xj704m8.jpg,2023-05-31,569094,"[16, 28, 12, 878]",Spider-Man: Across the Spider-Verse,en,,"After reuniting with Gwen Stacy, Brooklyn’s full-time, friendly neighborhood Spider-Man is catapulted across the Multiverse, where he encounters the Spider Society, a team of Spider-People charged with protecting the Multiverse’s very existence. But when the heroes clash on how to handle a new threat, Miles finds himself pitted against the other Spiders and must set out on his own to save those he loves most.",/4HodYYKEIsGOdinkGi2Ucz6X9i0.jpg,,8.363,,"Animation, Action, Adventure, Science Fiction"
,Rear Window,False,65.283,False,6260,/ILVF0eJxHMddjxeQhswFtpMtqx.jpg,1954-08-01,567,"[53, 9648]",Rear Window,en,,A wheelchair-bound photographer spies on his neighbors from his apartment window and becomes convinced one of them has committed murder.,/zGs5tZOlvc9cprdcU6kDOVNpujf.jpg,,8.352,,"Thriller, Mystery"
,The Quintessential Quintuplets Movie,False,29.408,False,356,/sg7klpt1xwK1IJirBI9EHaqQwJ5.jpg,2022-05-20,820067,"[16, 35, 10749]",映画 五等分の花嫁,ja,,"When five lovely young girls who hate studying hire part-time tutor Futaro, he guides not only their education but also their hearts. Time spent has brought them all closer, with feelings growing within the girls and Futaro. As they finish their third year of high school and their last school festival approaches, they set their sights on what’s next. Is there a future with one of them and Futaro?",/jBIMZ0AlUYuFNsKbd4L6FojWMoy.jpg,,8.347,,"Animation, Comedy, Romance"
,The Silence of the Lambs,False,13.044,False,15774,/uS9m8OBk1A8eM9I042bx8XXpqAq.jpg,1991-02-14,274,"[80, 18, 53]",The Silence of the Lambs,en,,"Clarice Starling is a top student at the FBI's training academy.  Jack Crawford wants Clarice to interview Dr. Hannibal Lecter, a brilliant psychiatrist who is also a violent psychopath, serving life behind bars for various acts of murder and cannibalism.  Crawford believes that Lecter may have insight into a case and that Starling, as an attractive young woman, may be just the bait to draw him out.",/aYcnDyLMnpKce1FOYUpZrXtgUye.jpg,,8.348,,"Crime, Drama, Thriller"
,American History X,False,78.79,False,11229,/euypWkaYFOLW3e5rLIcTAjWnhhT.jpg,1998-07-01,73,[18],American History X,en,,"Derek Vineyard is paroled after serving 3 years in prison for killing two African-American men. Through his brother, Danny Vineyard's narration, we learn that before going to prison, Derek was a skinhead and the leader of a violent white supremacist gang that committed acts of racial crime throughout L.A. and his actions greatly influenced Danny. Reformed and fresh out of prison, Derek severs contact with the gang and becomes determined to keep Danny from going down the same violent path as he did.",/6qHI1IYj7QlLSCwHRzkL62X175s.jpg,,8.346,,Drama
,Princess Mononoke,False,55.069,False,7691,/cMYCDADoLKLbB83g4WnJegaZimC.jpg,1997-07-12,128,"[12, 14, 16]",もののけ姫,ja,,"Ashitaka, a prince of the disappearing Emishi people, is cursed by a demonized boar god and must journey to the west to find a cure. Along the way, he encounters San, a young human woman fighting to protect the forest, and Lady Eboshi, who is trying to destroy it. Ashitaka must find a way to bring balance to this conflict.",/gl0jzn4BupSbL2qMVeqrjKkF9Js.jpg,,8.341,,"Adventure, Fantasy, Animation"
,Once Upon a Studio,False,36.756,False,323,/aiy3G1cYWV3LgKZHY6a3jL8bjYL.jpg,2023-09-24,1139087,"[16, 10751, 14, 35]",Once Upon a Studio,en,,"Created for Disney's 100th anniversary, the short features Mickey Mouse corralling a gallery of legendary Disney characters for a group photo?",/8KJMOKyl9rpgb9ELEwhfBMIaTHw.jpg,,8.325,,"Animation, Family, Fantasy, Comedy"
